"","Correlation","Tissue","Gene","Protein"
"61389",0.227951848373602,"Skin","RRP8","O43159;RRP8_HUMAN"
"61390",0.480633484162896,"Skin","PTK2","Q05397;FAK1_HUMAN"
"61391",-0.087719298245614,"Skin","BLM","P54132;BLM_HUMAN"
"61392",0.0670053217223028,"Skin","SAE1","Q9UBE0;SAE1_HUMAN"
"61393",0.041501976284585,"Skin","CNNM3","Q8NE01;CNNM3_HUMAN"
"61394",0.634494436381229,"Skin","KPNA3","O00505;IMA4_HUMAN"
"61395",0.51635150166852,"Skin","MYO9B","Q13459;MYO9B_HUMAN"
"61396",0.263636363636364,"Skin","COL1A2","P08123;CO1A2_HUMAN"
"61397",0.618126108692146,"Skin","PI4K2A","Q9BTU6;P4K2A_HUMAN"
"61398",0.381822386679001,"Skin","PNPLA6","Q8IY17;PLPL6_HUMAN"
"61399",0.451417004048583,"Skin","UBQLN4","Q9NRR5;UBQL4_HUMAN"
"61400",0.561264822134387,"Skin","LRBA","P50851;LRBA_HUMAN"
"61401",0.550959522657636,"Skin","CBFB","Q13951;PEBB_HUMAN"
"61402",0.680274442538593,"Skin","SCAMP3","O14828;SCAM3_HUMAN"
"61403",0.615701415701416,"Skin","SCAMP1","O15126;SCAM1_HUMAN"
"61404",0.348122736801982,"Skin","PRKCSH","P14314;GLU2B_HUMAN"
"61405",0.061528326745718,"Skin","TIMM10","P62072;TIM10_HUMAN"
"61406",0.12925481227368,"Skin","SSR4","P51571;SSRD_HUMAN"
"61407",0.0666666666666667,"Skin","CCN1","O00622;CCN1_HUMAN"
"61408",-0.0764705882352941,"Skin","BET1L","Q9NYM9;BET1L_HUMAN"
"61409",0.493501048218029,"Skin","ATP5IF1","Q9UII2;ATIF1_HUMAN"
"61410",0.397217457594816,"Skin","HINT1","P49773;HINT1_HUMAN"
"61411",0.571078976640712,"Skin","PPP4R1","Q8TF05;PP4R1_HUMAN"
"61412",-0.0561224489795918,"Skin","LYRM4","Q9HD34;LYRM4_HUMAN"
"61413",0.372932330827068,"Skin","CIB1","Q99828;CIB1_HUMAN"
"61414",0.469258623975605,"Skin","USP5","P45974;UBP5_HUMAN"
"61415",0.0028587764436821,"Skin","THOC6","Q86W42;THOC6_HUMAN"
"61416",0.236669213139801,"Skin","METTL3","Q86U44;MTA70_HUMAN"
"61417",-0.172727272727273,"Skin","IKBKG","Q9Y6K9;NEMO_HUMAN"
"61418",0.439316239316239,"Skin","NSD3","Q9BZ95;NSD3_HUMAN"
"61419",0.529411764705882,"Skin","KRT5","P13647;K2C5_HUMAN"
"61420",0.514594420254798,"Skin","ATP6V1E1","P36543;VATE1_HUMAN"
"61421",0.068421052631579,"Skin","PPP4C","P60510;PP4C_HUMAN"
"61422",0.555631789594054,"Skin","SF3A3","Q12874;SF3A3_HUMAN"
"61423",0.41501976284585,"Skin","PIN1","Q13526;PIN1_HUMAN"
"61424",0.340804269106156,"Skin","FKBP3","Q00688;FKBP3_HUMAN"
"61425",0.0714285714285714,"Skin","NUDT8","Q8WV74;NUDT8_HUMAN"
"61426",0.197710046766651,"Skin","MRPL48","Q96GC5;RM48_HUMAN"
"61427",0.58017094017094,"Skin","EPHA2","P29317;EPHA2_HUMAN"
"61428",0.492510005717553,"Skin","PDAP1","Q13442;HAP28_HUMAN"
"61429",0.347803121248499,"Skin","ALG1","Q9BT22;ALG1_HUMAN"
"61430",0.55410710882409,"Skin","CAPN1","P07384;CAN1_HUMAN"
"61431",0.604347826086956,"Skin","MAP2","P11137;MTAP2_HUMAN"
"61432",0.31198780255384,"Skin","CCDC47","Q96A33;CCD47_HUMAN"
"61433",0.86986849628359,"Skin","VIM","P08670;VIME_HUMAN"
"61434",0.30246652572234,"Skin","UCHL3","P15374;UCHL3_HUMAN"
"61435",0.532760180995475,"Skin","TPD52","P55327;TPD52_HUMAN"
"61436",0.447552447552448,"Skin","UNK","Q9C0B0;UNK_HUMAN"
"61437",-0.104983067247218,"Skin","IMP3","Q9NV31;IMP3_HUMAN"
"61438",0.35857119819384,"Skin","GNG12","Q9UBI6;GBG12_HUMAN"
"61439",0.510120068610635,"Skin","C7orf50","Q9BRJ6;CG050_HUMAN"
"61440",0.754182754182754,"Skin","FSCN1","Q16658;FSCN1_HUMAN"
"61441",0.663960358299981,"Skin","DLAT","P10515;ODP2_HUMAN"
"61442",0.840843214756258,"Skin","EPB41L3","Q9Y2J2;E41L3_HUMAN"
"61443",0.664977375565611,"Skin","NAGA","P17050;NAGAB_HUMAN"
"61444",0.274703557312253,"Skin","ISOC1","Q96CN7;ISOC1_HUMAN"
"61445",0.418973629499945,"Skin","PINX1","Q96BK5;PINX1_HUMAN"
"61446",0.519711884753902,"Skin","CDKN2AIP","Q9NXV6;CARF_HUMAN"
"61447",0.251538461538462,"Skin","INTS4","Q96HW7;INT4_HUMAN"
"61448",0.0651737967914438,"Skin","LYPLAL1","Q5VWZ2;LYPL1_HUMAN"
"61449",0.706650729958166,"Skin","ATP6V1C1","P21283;VATC1_HUMAN"
"61450",0.343137254901961,"Skin","SLC35B2","Q8TB61;S35B2_HUMAN"
"61451",0.326933935629588,"Skin","TAOK1","Q7L7X3;TAOK1_HUMAN"
"61452",0.241176470588235,"Skin","GALM","Q96C23;GALM_HUMAN"
"61453",0.479321517057366,"Skin","MLEC","Q14165;MLEC_HUMAN"
"61454",0.0770708283313325,"Skin","COPS6","Q7L5N1;CSN6_HUMAN"
"61455",0.474213836477987,"Skin","API5","Q9BZZ5;API5_HUMAN"
"61456",0.235880398671096,"Skin","NME2","P22392;NDKB_HUMAN"
"61457",0.541196581196581,"Skin","MEF2D","Q14814;MEF2D_HUMAN"
"61458",0.642589118198874,"Skin","LZTS1","Q9Y250;LZTS1_HUMAN"
"61459",0.397598627787307,"Skin","NUP88","Q99567;NUP88_HUMAN"
"61460",0.578051927108531,"Skin","ARFGAP1","Q8N6T3;ARFG1_HUMAN"
"61461",0.363552266419981,"Skin","FLAD1","Q8NFF5;FAD1_HUMAN"
"61462",0.251076805793787,"Skin","AP2M1","Q96CW1;AP2M1_HUMAN"
"61463",0.481203007518797,"Skin","ANTXR1","Q9H6X2;ANTR1_HUMAN"
"61464",0.162715691017578,"Skin","DYNC1LI2","O43237;DC1L2_HUMAN"
"61465",0.0508099866590433,"Skin","SMARCB1","Q12824;SNF5_HUMAN"
"61466",0.377854011816276,"Skin","PRPF31","Q8WWY3;PRP31_HUMAN"
"61467",0.487707261292167,"Skin","EIF6","P56537;IF6_HUMAN"
"61468",0.248414376321353,"Skin","MTFR1L","Q9H019;MFR1L_HUMAN"
"61469",0.359939012769201,"Skin","TMEM109","Q9BVC6;TM109_HUMAN"
"61470",0.792643415284925,"Skin","SLC25A13","Q9UJS0;CMC2_HUMAN"
"61471",0.224167137210616,"Skin","GCLC","P48506;GSH1_HUMAN"
"61472",0.37039897039897,"Skin","ENDOG","Q14249;NUCG_HUMAN"
"61473",0.62937062937063,"Skin","EIF4ENIF1","Q9NRA8;4ET_HUMAN"
"61474",-0.00271493212669683,"Skin","MRPS11","P82912;RT11_HUMAN"
"61475",0.0875547932151706,"Skin","ARPC2","O15144;ARPC2_HUMAN"
"61476",0.160361990950226,"Skin","AP3B1","O00203;AP3B1_HUMAN"
"61477",0.218372403278064,"Skin","DNTTIP2","Q5QJE6;TDIF2_HUMAN"
"61478",0.472727272727273,"Skin","DOCK10","Q96BY6;DOC10_HUMAN"
"61479",0.399352010672765,"Skin","ZC3HAV1","Q7Z2W4;ZCCHV_HUMAN"
"61480",0.222289338568408,"Skin","PTDSS2","Q9BVG9;PTSS2_HUMAN"
"61481",0.00601503759398496,"Skin","ZNF280C","Q8ND82;Z280C_HUMAN"
"61482",0.566917293233083,"Skin","CPM","P14384;CBPM_HUMAN"
"61483",0.18482942633886,"Skin","ZC3H13","Q5T200;ZC3HD_HUMAN"
"61484",0.112365894974591,"Skin","WIPF2","Q8TF74;WIPF2_HUMAN"
"61485",0.389517819706499,"Skin","EEF1B2","P24534;EF1B_HUMAN"
"61486",0.230769230769231,"Skin","PHC2","Q8IXK0;PHC2_HUMAN"
"61487",-0.106685633001422,"Skin","CHCHD6","Q9BRQ6;MIC25_HUMAN"
"61488",0.222260339241471,"Skin","PIGS","Q96S52;PIGS_HUMAN"
"61489",0.310844291976367,"Skin","RNH1","P13489;RINI_HUMAN"
"61490",0.554793215170574,"Skin","KPNA2","P52292;IMA1_HUMAN"
"61491",0.453615127919911,"Skin","STAT6","P42226;STAT6_HUMAN"
"61492",0.190775681341719,"Skin","CHTOP","Q9Y3Y2;CHTOP_HUMAN"
"61493",0.0962406015037594,"Skin","SORL1","Q92673;SORL_HUMAN"
"61494",0.426829268292683,"Skin","VRK1","Q99986;VRK1_HUMAN"
"61495",0.579578392621871,"Skin","UBAC2","Q8NBM4;UBAC2_HUMAN"
"61496",0.35201067276539,"Skin","CLINT1","Q14677;EPN4_HUMAN"
"61497",0.142062130741376,"Skin","NUP188","Q5SRE5;NU188_HUMAN"
"61498",0.497560975609756,"Skin","PRPSAP1","Q14558;KPRA_HUMAN"
"61499",0.606632361349342,"Skin","ETHE1","O95571;ETHE1_HUMAN"
"61500",0.508094357076781,"Skin","CNPY3","Q9BT09;CNPY3_HUMAN"
"61501",0.203135888501742,"Skin","SAP130","Q9H0E3;SP130_HUMAN"
"61502",0.369300911854103,"Skin","PBK","Q96KB5;TOPK_HUMAN"
"61503",0.376632653061224,"Skin","CARHSP1","Q9Y2V2;CHSP1_HUMAN"
"61504",0.595967741935484,"Skin","ITGA1","P56199;ITA1_HUMAN"
"61505",0.41810558414332,"Skin","USO1","O60763;USO1_HUMAN"
"61506",-0.00714285714285714,"Skin","PDZD11","Q5EBL8;PDZ11_HUMAN"
"61507",0.502649132837812,"Skin","SH3GL1","Q99961;SH3G1_HUMAN"
"61508",0.424175824175824,"Skin","MAGED1","Q9Y5V3;MAGD1_HUMAN"
"61509",0.125221738429286,"Skin","CNOT1","A5YKK6;CNOT1_HUMAN"
"61510",0.265349143610013,"Skin","NBN","O60934;NBN_HUMAN"
"61511",0.418198874296435,"Skin","CTDSPL2","Q05D32;CTSL2_HUMAN"
"61512",0.457142857142857,"Skin","NFRKB","Q6P4R8;NFRKB_HUMAN"
"61513",0.313014029995162,"Skin","ARPC1B","O15143;ARC1B_HUMAN"
"61514",0.402401372212693,"Skin","UTP14A","Q9BVJ6;UT14A_HUMAN"
"61515",0.542084942084942,"Skin","HMGCS1","Q01581;HMCS1_HUMAN"
"61516",0.339058216416707,"Skin","OXA1L","Q15070;OXA1L_HUMAN"
"61517",0.156923076923077,"Skin","NSUN5","Q96P11;NSUN5_HUMAN"
"61518",0.592982456140351,"Skin","OSBPL1A","Q9BXW6;OSBL1_HUMAN"
"61519",0.267698758264796,"Skin","ARGLU1","Q9NWB6;ARGL1_HUMAN"
"61520",0.671080139372822,"Skin","RGS10","O43665;RGS10_HUMAN"
"61521",0.286969843573617,"Skin","DR1","Q01658;NC2B_HUMAN"
"61522",0.676470588235294,"Skin","PI4KA","P42356;PI4KA_HUMAN"
"61523",0.425652753954641,"Skin","NSFL1C","Q9UNZ2;NSF1C_HUMAN"
"61524",0.627466986794718,"Skin","ACADSB","P45954;ACDSB_HUMAN"
"61525",0.639033552463075,"Skin","ILKAP","Q9H0C8;ILKAP_HUMAN"
"61526",-0.0705882352941176,"Skin","CCDC88A","Q3V6T2;GRDN_HUMAN"
"61527",0.111193339500463,"Skin","EI24","O14681;EI24_HUMAN"
"61528",0.511993888464477,"Skin","CRIP2","P52943;CRIP2_HUMAN"
"61529",0.772036199095023,"Skin","FAH","P16930;FAAA_HUMAN"
"61530",0.204545454545455,"Skin","NSD2","O96028;NSD2_HUMAN"
"61531",0.0676470588235294,"Skin","MARK2","Q7KZI7;MARK2_HUMAN"
"61532",0.53068146777675,"Skin","AK4","P27144;KAD4_HUMAN"
"61533",0.354145225843339,"Skin","CHP1","Q99653;CHP1_HUMAN"
"61534",0.656209292227529,"Skin","FASTKD5","Q7L8L6;FAKD5_HUMAN"
"61535",0.101658090337336,"Skin","NUP35","Q8NFH5;NUP35_HUMAN"
"61536",0.636058700209644,"Skin","MAN2B1","O00754;MA2B1_HUMAN"
"61537",0.433428625881456,"Skin","ITPRID2","P28290;ITPI2_HUMAN"
"61538",0.713360015246808,"Skin","CALD1","Q05682;CALD1_HUMAN"
"61539",0.467886411282638,"Skin","DCTN2","Q13561;DCTN2_HUMAN"
"61540",0.0915189632170764,"Skin","PLRG1","O43660;PLRG1_HUMAN"
"61541",0.586840832123851,"Skin","YKT6","O15498;YKT6_HUMAN"
"61542",0.589327234610253,"Skin","GLRX3","O76003;GLRX3_HUMAN"
"61543",0.385099177552008,"Skin","VBP1","P61758;PFD3_HUMAN"
"61544",0.41798418972332,"Skin","MTERF3","Q96E29;MTEF3_HUMAN"
"61545",0.718513143041445,"Skin","DTD1","Q8TEA8;DTD1_HUMAN"
"61546",0.610714285714286,"Skin","CDC42EP1","Q00587;BORG5_HUMAN"
"61547",0.457867713681667,"Skin","CEMIP2","Q9UHN6;CEIP2_HUMAN"
"61548",0.030791788856305,"Skin","TBC1D13","Q9NVG8;TBC13_HUMAN"
"61549",0.613645892891176,"Skin","DECR1","Q16698;DECR_HUMAN"
"61550",0.578947368421053,"Skin","P3H2","Q8IVL5;P3H2_HUMAN"
"61551",-0.0928571428571428,"Skin","HSPA12A","O43301;HS12A_HUMAN"
"61552",0.0705546026300743,"Skin","SUPT5H","O00267;SPT5H_HUMAN"
"61553",0.552447552447553,"Skin","TRIT1","Q9H3H1;MOD5_HUMAN"
"61554",0.463891402714932,"Skin","RCL1","Q9Y2P8;RCL1_HUMAN"
"61555",0.384615384615385,"Skin","GCC1","Q96CN9;GCC1_HUMAN"
"61556",0.182008766914427,"Skin","EEF1D","P29692;EF1D_HUMAN"
"61557",0.416352201257862,"Skin","RBM4","Q9BWF3;RBM4_HUMAN"
"61558",0.241106719367589,"Skin","BROX","Q5VW32;BROX_HUMAN"
"61559",0.443833943833944,"Skin","COPS7B","Q9H9Q2;CSN7B_HUMAN"
"61560",0.199174406604747,"Skin","STK3","Q13188;STK3_HUMAN"
"61561",0.42258064516129,"Skin","STK4","Q13043;STK4_HUMAN"
"61562",0.787224403503473,"Skin","PRDX2","P32119;PRDX2_HUMAN"
"61563",0.272041166380789,"Skin","PSMA4","P25789;PSA4_HUMAN"
"61564",0.563636363636364,"Skin","PLAT","P00750;TPA_HUMAN"
"61565",0.408102766798419,"Skin","DBR1","Q9UK59;DBR1_HUMAN"
"61566",0.667924528301887,"Skin","IDH2","P48735;IDHP_HUMAN"
"61567",0.651024028382519,"Skin","IDH1","O75874;IDHC_HUMAN"
"61568",0.464763747782616,"Skin","GUK1","Q16774;KGUA_HUMAN"
"61569",0.0687792291565876,"Skin","UTP4","Q969X6;UTP4_HUMAN"
"61570",0.158541791172202,"Skin","OSBP","P22059;OSBP1_HUMAN"
"61571",0.435714285714286,"Skin","GALNT1","Q10472;GALT1_HUMAN"
"61572",0.177053554412045,"Skin","PSMB7","Q99436;PSB7_HUMAN"
"61573",0.541940412528648,"Skin","CHRAC1","Q9NRG0;CHRC1_HUMAN"
"61574",0.784848484848485,"Skin","CAVIN1","Q6NZI2;CAVN1_HUMAN"
"61575",0.243682104059463,"Skin","HNRNPH3","P31942;HNRH3_HUMAN"
"61576",0.768019820850009,"Skin","HNRNPH2","P55795;HNRH2_HUMAN"
"61577",-0.0769582618639222,"Skin","MRPL4","Q9BYD3;RM04_HUMAN"
"61578",0.255954897815363,"Skin","SUPV3L1","Q8IYB8;SUV3_HUMAN"
"61579",0.44207291044139,"Skin","AK1","P00568;KAD1_HUMAN"
"61580",0.547703449590242,"Skin","STX12","Q86Y82;STX12_HUMAN"
"61581",0.19710407239819,"Skin","NSA2","O95478;NSA2_HUMAN"
"61582",0.339920948616601,"Skin","PODXL","O00592;PODXL_HUMAN"
"61583",0.275691699604743,"Skin","ANK2","Q01484;ANK2_HUMAN"
"61584",0.719130434782609,"Skin","ANKS1A","Q92625;ANS1A_HUMAN"
"61585",0.564532019704433,"Skin","EDEM3","Q9BZQ6;EDEM3_HUMAN"
"61586",0.38243831640058,"Skin","RBM12","Q9NTZ6;RBM12_HUMAN"
"61587",0.399249530956848,"Skin","FN3KRP","Q9HA64;KT3K_HUMAN"
"61588",0.373745173745174,"Skin","DCBLD2","Q96PD2;DCBD2_HUMAN"
"61589",0.278330962541489,"Skin","GPATCH8","Q9UKJ3;GPTC8_HUMAN"
"61590",0.289227543944525,"Skin","MPHOSPH10","O00566;MPP10_HUMAN"
"61591",0.188775824853531,"Skin","RRM1","P23921;RIR1_HUMAN"
"61592",0.598209966134494,"Skin","HDHD5","Q9BXW7;HDHD5_HUMAN"
"61593",0.425217391304348,"Skin","TNPO2","O14787;TNPO2_HUMAN"
"61594",0.0547112462006079,"Skin","RPA3","P35244;RFA3_HUMAN"
"61595",0.340270630836669,"Skin","LRRC59","Q96AG4;LRC59_HUMAN"
"61596",0.371255060728745,"Skin","RABAC1","Q9UI14;PRAF1_HUMAN"
"61597",0.408186864014801,"Skin","CHMP2B","Q9UQN3;CHM2B_HUMAN"
"61598",-0.0494505494505495,"Skin","PTPRG","P23470;PTPRG_HUMAN"
"61599",0.592910234419668,"Skin","P4HA1","P13674;P4HA1_HUMAN"
"61600",0.478325123152709,"Skin","NOA1","Q8NC60;NOA1_HUMAN"
"61601",0.420289855072464,"Skin","CZIB","Q9NWV4;CZIB_HUMAN"
"61602",-0.191208791208791,"Skin","ARFGEF1","Q9Y6D6;BIG1_HUMAN"
"61603",0.168421052631579,"Skin","ARFGEF2","Q9Y6D5;BIG2_HUMAN"
"61604",0.347970268724986,"Skin","NASP","P49321;NASP_HUMAN"
"61605",0.754545454545455,"Skin","PUDP","Q08623;HDHD1_HUMAN"
"61606",0.711764705882353,"Skin","ISG20","Q96AZ6;ISG20_HUMAN"
"61607",0.200914808461978,"Skin","CSDE1","O75534;CSDE1_HUMAN"
"61608",0.576864995469647,"Skin","RPS6KA3","P51812;KS6A3_HUMAN"
"61609",0.124074930619796,"Skin","PAPSS1","O43252;PAPS1_HUMAN"
"61610",0.534721659508954,"Skin","AGAP3","Q96P47;AGAP3_HUMAN"
"61611",0.503496503496504,"Skin","HLA-DPB1","P04440;DPB1_HUMAN"
"61612",0.759241868009903,"Skin","FDPS","P14324;FPPS_HUMAN"
"61613",0.024966647608157,"Skin","MRPL40","Q9NQ50;RM40_HUMAN"
"61614",0.457213645892891,"Skin","LEMD2","Q8NC56;LEMD2_HUMAN"
"61615",0.538738738738739,"Skin","SHTN1","A0MZ66;SHOT1_HUMAN"
"61616",0.463235294117647,"Skin","FRMD4A","Q9P2Q2;FRM4A_HUMAN"
"61617",0.144532279314888,"Skin","MRPL3","P09001;RM03_HUMAN"
"61618",0.610005976265688,"Skin","DAG1","Q14118;DAG1_HUMAN"
"61619",0.148638265175446,"Skin","RBM22","Q9NW64;RBM22_HUMAN"
"61620",0.572708214217648,"Skin","PICALM","Q13492;PICAL_HUMAN"
"61621",0.437832607643928,"Skin","PEX14","O75381;PEX14_HUMAN"
"61622",0.363495419309373,"Skin","SH3GLB2","Q9NR46;SHLB2_HUMAN"
"61623",-0.19748427672956,"Skin","LUC7L3","O95232;LC7L3_HUMAN"
"61624",0.481857764876633,"Skin","VASP","P50552;VASP_HUMAN"
"61625",0.430150562226034,"Skin","REEP5","Q00765;REEP5_HUMAN"
"61626",0.651938775510204,"Skin","RETSAT","Q6NUM9;RETST_HUMAN"
"61627",0.63239946636173,"Skin","STAU1","O95793;STAU1_HUMAN"
"61628",0.144540254418168,"Skin","NUCKS1","Q9H1E3;NUCKS_HUMAN"
"61629",0.662588145607013,"Skin","YWHAG","P61981;1433G_HUMAN"
"61630",0.429143492769744,"Skin","BRAT1","Q6PJG6;BRAT1_HUMAN"
"61631",0.463636363636364,"Skin","PDE1C","Q14123;PDE1C_HUMAN"
"61632",0.520588235294118,"Skin","RABEPK","Q7Z6M1;RABEK_HUMAN"
"61633",0.22218487394958,"Skin","MRPS30","Q9NP92;RT30_HUMAN"
"61634",0.243293246993525,"Skin","BCKDHA","P12694;ODBA_HUMAN"
"61635",0.137793024585477,"Skin","PSMC5","P62195;PRS8_HUMAN"
"61636",0.498505933578076,"Skin","ABHD14B","Q96IU4;ABHEB_HUMAN"
"61637",0.265934065934066,"Skin","NAV1","Q8NEY1;NAV1_HUMAN"
"61638",0.406105457909343,"Skin","TRIM33","Q9UPN9;TRI33_HUMAN"
"61639",0.483285687059272,"Skin","MYO1C","O00159;MYO1C_HUMAN"
"61640",0.194805194805195,"Skin","PANK4","Q9NVE7;PANK4_HUMAN"
"61641",0.744705882352941,"Skin","CTSL","P07711;CATL1_HUMAN"
"61642",0.3998778998779,"Skin","SLFN5","Q08AF3;SLFN5_HUMAN"
"61643",0.294534412955466,"Skin","THUMPD1","Q9NXG2;THUM1_HUMAN"
"61644",0.187226890756303,"Skin","TUBA1C","Q9BQE3;TBA1C_HUMAN"
"61645",0.320602248904136,"Skin","SEC62","Q99442;SEC62_HUMAN"
"61646",0.542730299667037,"Skin","LEMD3","Q9Y2U8;MAN1_HUMAN"
"61647",0.115286771507863,"Skin","AP2A2","O94973;AP2A2_HUMAN"
"61648",0.23170835823444,"Skin","SDF4","Q9BRK5;CAB45_HUMAN"
"61649",0.107070707070707,"Skin","EBNA1BP2","Q99848;EBP2_HUMAN"
"61650",0.536036036036036,"Skin","NUP210","Q8TEM1;PO210_HUMAN"
"61651",0.703525824280541,"Skin","SCARB2","Q14108;SCRB2_HUMAN"
"61652",0.434687953555878,"Skin","MMP14","P50281;MMP14_HUMAN"
"61653",0.0036734693877551,"Skin","GATC","O43716;GATC_HUMAN"
"61654",0.686053077357425,"Skin","ACP6","Q9NPH0;PPA6_HUMAN"
"61655",0.0919354838709678,"Skin","ARIH1","Q9Y4X5;ARI1_HUMAN"
"61656",0.48056882327399,"Skin","MCMBP","Q9BTE3;MCMBP_HUMAN"
"61657",0.0491657397107898,"Skin","BUD13","Q9BRD0;BUD13_HUMAN"
"61658",0.608766914427292,"Skin","CD47","Q08722;CD47_HUMAN"
"61659",0.435105774728416,"Skin","RAB5C","P51148;RAB5C_HUMAN"
"61660",0.363546798029557,"Skin","STARD7","Q9NQZ5;STAR7_HUMAN"
"61661",0.434877072612922,"Skin","PMPCB","O75439;MPPB_HUMAN"
"61662",0.663426720030494,"Skin","TKT","P29401;TKT_HUMAN"
"61663",0.111644749380598,"Skin","CDK5RAP3","Q96JB5;CK5P3_HUMAN"
"61664",0.361324041811847,"Skin","SRP19","P09132;SRP19_HUMAN"
"61665",-0.00636554221459882,"Skin","PSMA3","P25788;PSA3_HUMAN"
"61666",0.238832446379616,"Skin","PDCD5","O14737;PDCD5_HUMAN"
"61667",0.570158102766798,"Skin","AACS","Q86V21;AACS_HUMAN"
"61668",0.396428571428571,"Skin","MAEA","Q7L5Y9;MAEA_HUMAN"
"61669",0.165870603560573,"Skin","NRBP1","Q9UHY1;NRBP_HUMAN"
"61670",0.701122448979592,"Skin","GPNMB","Q14956;GPNMB_HUMAN"
"61671",0.307782805429864,"Skin","WDR3","Q9UNX4;WDR3_HUMAN"
"61672",0.635799859055673,"Skin","HS1BP3","Q53T59;H1BP3_HUMAN"
"61673",0.485130864597683,"Skin","DUSP23","Q9BVJ7;DUS23_HUMAN"
"61674",0.740288568257492,"Skin","PDE12","Q6L8Q7;PDE12_HUMAN"
"61675",0.404838709677419,"Skin","BABAM1","Q9NWV8;BABA1_HUMAN"
"61676",0.443672606463304,"Skin","GALE","Q14376;GALE_HUMAN"
"61677",0.575528873642081,"Skin","P3H1","Q32P28;P3H1_HUMAN"
"61678",0.591133004926108,"Skin","VPS36","Q86VN1;VPS36_HUMAN"
"61679",0.0930436439870402,"Skin","RPL37A","P61513;RL37A_HUMAN"
"61680",0.0384615384615385,"Skin","DPYSL4","O14531;DPYL4_HUMAN"
"61681",0.305194805194805,"Skin","AUH","Q13825;AUHM_HUMAN"
"61682",0.108290451686678,"Skin","ZRANB2","O95218;ZRAB2_HUMAN"
"61683",0.175607001693958,"Skin","BPGM","P07738;PMGE_HUMAN"
"61684",-0.0469982847341338,"Skin","CYFIP1","Q7L576;CYFP1_HUMAN"
"61685",0.602941176470588,"Skin","RB1","P06400;RB_HUMAN"
"61686",0.50668449197861,"Skin","AVL9","Q8NBF6;AVL9_HUMAN"
"61687",-0.153846153846154,"Skin","GTSE1","Q9NYZ3;GTSE1_HUMAN"
"61688",0.0826758147512864,"Skin","PRRC2A","P48634;PRC2A_HUMAN"
"61689",0.372278664731495,"Skin","SNX1","Q13596;SNX1_HUMAN"
"61690",0.0996168582375479,"Skin","RNF25","Q96BH1;RNF25_HUMAN"
"61691",0.568547008547008,"Skin","NIPSNAP3A","Q9UFN0;NPS3A_HUMAN"
"61692",0.79020979020979,"Skin","ZCCHC3","Q9NUD5;ZCHC3_HUMAN"
"61693",0.196428571428571,"Skin","PCIF1","Q9H4Z3;CAPAM_HUMAN"
"61694",0.497581035316884,"Skin","DSTN","P60981;DEST_HUMAN"
"61695",0.311672473867596,"Skin","ACAD8","Q9UKU7;ACAD8_HUMAN"
"61696",0.501080432172869,"Skin","SLC25A11","Q02978;M2OM_HUMAN"
"61697",0.145201882043987,"Skin","GMPPA","Q96IJ6;GMPPA_HUMAN"
"61698",-0.109090909090909,"Skin","TMLHE","Q9NVH6;TMLH_HUMAN"
"61699",0.36885839527349,"Skin","SEC24C","P53992;SC24C_HUMAN"
"61700",0.365275395464075,"Skin","SAFB2","Q14151;SAFB2_HUMAN"
"61701",0.301924909472079,"Skin","CDC42","P60953;CDC42_HUMAN"
"61702",0.545454545454546,"Skin","RAC2","P15153;RAC2_HUMAN"
"61703",0.057029926595144,"Skin","MRPS10","P82664;RT10_HUMAN"
"61704",0.50272536687631,"Skin","UFD1","Q92890;UFD1_HUMAN"
"61705",0.461330283971793,"Skin","MAT2B","Q9NZL9;MAT2B_HUMAN"
"61706",0.454545454545455,"Skin","PPP1R21","Q6ZMI0;PPR21_HUMAN"
"61707",0.388286519252113,"Skin","CFL2","Q9Y281;COF2_HUMAN"
"61708",0.262893081761006,"Skin","CFL1","P23528;COF1_HUMAN"
"61709",0.536842105263158,"Skin","PPTC7","Q8NI37;PPTC7_HUMAN"
"61710",0.620361990950226,"Skin","RHOT1","Q8IXI2;MIRO1_HUMAN"
"61711",0.537183152277492,"Skin","GPI","P06744;G6PI_HUMAN"
"61712",0.236166007905138,"Skin","PSMG3","Q9BT73;PSMG3_HUMAN"
"61713",0.482370878597294,"Skin","RHOG","P84095;RHOG_HUMAN"
"61714",0.499615811491505,"Skin","TWF2","Q6IBS0;TWF2_HUMAN"
"61715",0.28,"Skin","EFL1","Q7Z2Z2;EFL1_HUMAN"
"61716",0.46548943718755,"Skin","DHRS7","Q9Y394;DHRS7_HUMAN"
"61717",-0.192307692307692,"Skin","DNTTIP1","Q9H147;TDIF1_HUMAN"
"61718",0.634381551362683,"Skin","ERO1A","Q96HE7;ERO1A_HUMAN"
"61719",0.834542815674891,"Skin","SERPINH1","P50454;SERPH_HUMAN"
"61720",0.256153846153846,"Skin","HAUS6","Q7Z4H7;HAUS6_HUMAN"
"61721",0.0643877551020408,"Skin","AKAP8L","Q9ULX6;AKP8L_HUMAN"
"61722",0.175824175824176,"Skin","NAXD","Q8IW45;NNRD_HUMAN"
"61723",0.705548128342246,"Skin","HDHD2","Q9H0R4;HDHD2_HUMAN"
"61724",0.717638691322902,"Skin","BDH1","Q02338;BDH_HUMAN"
"61725",0.432703003337041,"Skin","NUMB","P49757;NUMB_HUMAN"
"61726",-0.0363636363636364,"Skin","CLYBL","Q8N0X4;CLYBL_HUMAN"
